 time (us) ,dim1 util,dim2 util,dim3 util,dim4 util,
1320.000000,100.000000,85.100000,100.000000,100.000000,
1330.000000,100.000000,100.000000,100.000000,100.000000,
1340.000000,100.000000,100.000000,100.000000,100.000000,
1350.000000,100.000000,100.000000,100.000000,56.460000,
1360.000000,66.390000,100.000000,100.000000,100.000000,
1370.000000,100.000000,100.000000,100.000000,100.000000,
1380.000000,100.000000,100.000000,100.000000,100.000000,
1390.000000,100.000000,100.000000,100.000000,100.000000,
1400.000000,100.000000,100.000000,100.000000,100.000000,
1410.000000,100.000000,100.000000,100.000000,100.000000,
1420.000000,100.000000,100.000000,58.840000,100.000000,
1430.000000,100.000000,100.000000,0.000000,96.870000,
1440.000000,73.040000,100.000000,49.580000,49.580000,
1450.000000,100.000000,100.000000,100.000000,100.000000,
1460.000000,100.000000,100.000000,100.000000,100.000000,
1470.000000,100.000000,100.000000,100.000000,100.000000,
1480.000000,100.000000,100.000000,100.000000,100.000000,
1490.000000,100.000000,100.000000,100.000000,100.000000,
1500.000000,100.000000,100.000000,18.490000,100.000000,
1510.000000,69.510000,100.000000,0.000000,23.840000,
1520.000000,0.000000,65.550000,55.350000,52.500000,
1530.000000,0.000000,55.080000,100.000000,100.000000,
1540.000000,0.000000,100.000000,100.000000,100.000000,
1550.000000,0.000000,54.500000,100.000000,100.000000,
1560.000000,0.000000,29.510000,100.000000,100.000000,
1570.000000,0.000000,16.510000,100.000000,14.480000,
1580.000000,0.000000,0.000000,100.000000,0.000000,
1590.000000,0.000000,96.280000,95.680000,54.010000,
,,,,
