,,fwd compute,wg compute,ig compute,fwd exposed comm,wg exposed comm,ig exposed comm,fwd total comm,wg total comm,ig total comm,workload finished at,total comp,total exposed comm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,22005.170000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_5_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,80142.334000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,62135.305000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,53595.267000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,55924.536000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,30256.718000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.736000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21522.719000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_6_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,76725.489000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,61936.244000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,53439.020000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,55897.223000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,29827.473000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,0.920000,0.383000,0.736000,0.000000,0.000000,0.000000,0.000000,21550.778000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_6_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,82550.538000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,64994.093000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,56055.792000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,56835.651000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,30689.624000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,1.656000,0.716000,1.656000,0.000000,0.000000,0.000000,0.000000,22160.545000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_256_6_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,76356.931000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,61739.658000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,53263.759000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,55872.385000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,29884.709000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,3.271000,0.736000,0.920000,0.000000,0.000000,0.000000,0.000000,21688.124000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_1_conv4,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,100517.128000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,74428.778000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,64145.550000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,65848.757000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,33724.830000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,4.667000,2.764000,4.667000,0.000000,0.000000,0.000000,0.000000,23289.708000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_1_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,80941.437000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,64155.777000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,55338.811000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,56544.540000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,30419.893000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,3.680000,0.767000,3.271000,0.000000,0.000000,0.000000,0.000000,21726.289000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_1_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,110830.264000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,79848.494000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,68793.246000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,73482.770000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,35467.332000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,26186.244000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_1_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,94502.051000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,71279.606000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,61448.505000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,61402.775000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,32718.877000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,22800.480000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_2_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,92979.542000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,70482.247000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,60822.694000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,60552.066000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,32447.988000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,22682.191000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_2_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,107499.132000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,78062.659000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,67329.136000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,71576.839000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,34907.235000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,26120.573000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_2_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,91466.076000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,69693.931000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,60120.063000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,59740.920000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,32717.306000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,2.333000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,22572.945000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_3_conv1,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,89943.567000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,68896.572000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,59408.389000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,58259.520000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,31970.201000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,3.680000,1.223000,2.333000,0.000000,0.000000,0.000000,0.000000,22540.682000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_3_conv2,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,103996.314000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,76276.824000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_hetero.json-3d_switch_hetero_themis_scf.txt-100-16 8 8-8 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,65736.256000,0.000000,68943.107000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_fc_ring_switch.json-3d_fc_ring_switch_themis_scf.txt-100-8 16 8-7 4 1-25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,75447.526000,0.000000,75563.897000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_switch_switch_switch.json-4d_ring_switch_switch_switch_themis_scf.txt-100-4 4 8 8-2 8 4 1-125 25 25 50-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,34347.138000,0.000000,35617.193000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-4d_ring_fc_ring_switch.json-4d_ring_fc_ring_switch_themis_scf.txt-100-4 8 4 8-2 7 6 1-187.5 25 25 100-1,5.250000,2.554000,5.250000,0.000000,0.000000,0.000000,0.000000,26642.070000,0.000000,26758.441000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layer_512_3_conv3,DDL_themis-Resnet50_DataParallel.txt-2d_switch.json-2d_switch_themis_scf.txt-100-16 64-6 1-25 100-1,3.194000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,88430.101000,0.000000,110980.125000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DDL_themis-Resnet50_DataParallel.txt-3d_switch_homo.json-3d_switch_homo_themis_scf.txt-100-16 8 8-4 4 1-25 25 100-1,3.194000,1.699000,3.680000,0.000000,0.000000,0.000000,0.000000,68108.256000,0.000000,79998.355000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
